Date,Open,High,Low,Close,Adj Close,Volume
2016-06-14,334.0,334.0,311.0,312.25,271.8687744140625,2885
2016-06-15,286.0,322.5,286.0,313.29998779296875,272.782958984375,965
2016-06-16,304.54998779296875,320.0,304.54998779296875,311.5,271.2156982421875,1498
2016-06-17,322.0,322.0,310.04998779296875,320.0,278.6164855957031,335
2016-06-20,321.0,321.0,305.1499938964844,315.54998779296875,274.741943359375,232
2016-06-21,306.5,320.45001220703125,306.5,313.0,272.521728515625,245
2016-06-22,305.5,314.8999938964844,297.0,312.75,272.3041076660156,317
2016-06-23,312.5,312.79998779296875,300.29998779296875,300.79998779296875,261.89947509765625,626
2016-06-24,295.0,308.95001220703125,291.04998779296875,301.0,262.07366943359375,782
2016-06-27,305.95001220703125,308.0,300.0,304.8500061035156,265.42578125,647
2016-06-28,300.5,310.5,300.0,310.5,270.3450012207031,502
2016-06-29,301.0,308.5,292.1000061035156,304.75,265.338623046875,3813
2016-06-30,307.0,314.0,307.0,311.0,270.7803955078125,701
2016-07-01,312.95001220703125,312.95001220703125,303.0,304.25,264.9033203125,1012
2016-07-04,309.95001220703125,326.0,303.1000061035156,310.0,269.9096984863281,4734
2016-07-05,303.0,319.5,303.0,306.54998779296875,266.9058837890625,1499
2016-07-07,310.95001220703125,336.6000061035156,308.0,322.45001220703125,280.74969482421875,5714
2016-07-08,328.6000061035156,331.0,323.0,325.54998779296875,283.44866943359375,1539
2016-07-11,329.95001220703125,336.5,322.0,324.5,282.5345153808594,1501
2016-07-12,326.04998779296875,328.8999938964844,318.25,322.1499938964844,280.4884338378906,1420
2016-07-13,312.0,327.95001220703125,312.0,322.5,280.7931823730469,1561
2016-07-14,318.5,323.0,315.29998779296875,316.25,275.3514404296875,1694
2016-07-15,322.1000061035156,322.1000061035156,314.20001220703125,318.95001220703125,277.7022705078125,1678
2016-07-18,325.95001220703125,325.95001220703125,315.0,315.75,274.9161376953125,363
2016-07-19,320.0,320.95001220703125,310.1000061035156,311.95001220703125,271.60760498046875,656
2016-07-20,312.5,319.8999938964844,312.20001220703125,318.1000061035156,276.962158203125,932
2016-07-21,318.0,318.79998779296875,309.95001220703125,316.54998779296875,275.61260986328125,3007
2016-07-22,314.25,317.8999938964844,313.0,315.0,274.2630920410156,527
2016-07-25,316.0,322.79998779296875,312.0,313.04998779296875,272.5652160644531,1322
2016-07-26,319.95001220703125,319.95001220703125,311.0,312.79998779296875,272.34759521484375,975
2016-07-27,313.0,315.5,311.0,312.8500061035156,272.39117431640625,592
2016-07-28,315.6499938964844,315.6499938964844,309.1000061035156,311.3999938964844,271.1286315917969,1367
2016-07-29,311.3999938964844,328.0,310.1000061035156,315.0,274.2630920410156,1035
2016-08-01,316.0,323.0,315.0,315.04998779296875,274.3066101074219,1652
2016-08-02,319.0,331.0,313.0,319.95001220703125,278.57293701171875,5681
2016-08-03,320.0,321.45001220703125,314.0,315.6000061035156,274.78546142578125,691
2016-08-04,318.0,319.5,312.0,315.04998779296875,274.3066101074219,1225
2016-08-05,321.79998779296875,323.8999938964844,317.0,320.5,279.0517883300781,799
2016-08-08,321.0,325.0,317.0,322.1000061035156,280.44488525390625,2786
2016-08-09,324.8500061035156,336.6000061035156,324.6000061035156,330.04998779296875,287.36676025390625,8425
2016-08-10,335.5,337.0,328.0,330.79998779296875,288.01983642578125,2911
2016-08-11,335.5,335.5,325.29998779296875,326.0,283.8405456542969,715
2016-08-12,325.25,332.0,301.04998779296875,324.6000061035156,282.6215515136719,2288
2016-08-16,316.04998779296875,317.95001220703125,291.0,294.04998779296875,256.02239990234375,10986
2016-08-17,295.0,303.0,277.6000061035156,282.75,246.18380737304688,19746
2016-08-18,287.5,297.0,283.0,293.70001220703125,255.71771240234375,2683
2016-08-19,292.75,293.79998779296875,287.0,291.04998779296875,253.410400390625,1773
2016-08-22,294.95001220703125,307.95001220703125,293.0,303.8999938964844,264.5985412597656,2983
2016-08-23,307.8999938964844,312.0,295.5,304.95001220703125,265.5128173828125,1571
2016-08-24,307.0,308.8999938964844,301.0,301.79998779296875,262.7701721191406,929
2016-08-25,301.0,302.75,295.20001220703125,296.29998779296875,257.9814147949219,1333
2016-08-26,296.0,300.0,296.0,298.29998779296875,259.7228088378906,952
2016-08-29,306.8500061035156,310.0,302.1000061035156,309.45001220703125,269.430908203125,5484
2016-08-30,315.0,319.3999938964844,305.0,305.79998779296875,266.2528381347656,5102
2016-08-31,311.45001220703125,311.79998779296875,305.20001220703125,306.1000061035156,266.5140686035156,2169
2016-09-01,307.0,308.8999938964844,303.25,305.1000061035156,265.6433410644531,1470
2016-09-02,305.20001220703125,308.0,299.95001220703125,301.04998779296875,262.1171569824219,1750
2016-09-06,302.0,313.0,296.0,305.04998779296875,265.5998840332031,2564
2016-09-07,303.04998779296875,309.0,298.0,300.8500061035156,261.94305419921875,2947
2016-09-08,300.04998779296875,309.45001220703125,300.04998779296875,305.8999938964844,266.3399658203125,1335
2016-09-09,305.8999938964844,308.0,303.04998779296875,306.8999938964844,267.21063232421875,1742
2016-09-12,300.0,306.1000061035156,298.0,305.1499938964844,265.68695068359375,2294
2016-09-14,306.8999938964844,307.0,301.04998779296875,306.20001220703125,266.6011962890625,1394
2016-09-15,302.04998779296875,304.8500061035156,300.0,302.79998779296875,263.6408386230469,1784
2016-09-16,304.0,308.0,304.0,304.20001220703125,264.8598327636719,3506
2016-09-19,303.20001220703125,309.8999938964844,303.20001220703125,308.95001220703125,268.9954833984375,2899
2016-09-20,310.0,312.0,304.3500061035156,305.04998779296875,265.5998840332031,3209
2016-09-21,307.8999938964844,309.5,304.79998779296875,305.5,265.99163818359375,2646
2016-09-22,301.04998779296875,306.6499938964844,301.04998779296875,306.25,266.64471435546875,1963
2016-09-23,306.04998779296875,317.0,306.04998779296875,314.1000061035156,273.4794921875,6249
2016-09-26,316.5,319.0,312.1499938964844,314.8999938964844,274.1759948730469,3091
2016-09-27,316.0,316.0,311.0,312.3500061035156,271.955810546875,2523
2016-09-28,317.45001220703125,319.5,308.5,312.95001220703125,272.4782409667969,3665
2016-09-29,313.1000061035156,319.5,295.0,298.5,259.8969421386719,6910
2016-09-30,303.0,309.0,300.6000061035156,307.45001220703125,267.6894836425781,1011
2016-10-03,312.0,314.0,307.1000061035156,308.0,268.1683349609375,2051
2016-10-04,318.79998779296875,318.79998779296875,308.29998779296875,313.95001220703125,273.348876953125,1583
2016-10-05,314.0,314.6499938964844,309.3999938964844,313.6499938964844,273.0877380371094,1456
2016-10-06,312.04998779296875,321.0,312.04998779296875,315.3500061035156,274.56781005859375,5216
2016-10-07,315.0,317.6499938964844,313.20001220703125,316.0,275.1337890625,3820
2016-10-10,319.45001220703125,331.8999938964844,313.20001220703125,329.8500061035156,287.1926574707031,11065
2016-10-13,339.0,339.0,323.0,326.8500061035156,284.58062744140625,5790
2016-10-14,314.1000061035156,333.0,314.1000061035156,327.8999938964844,285.49481201171875,2861
2016-10-17,330.0,334.29998779296875,321.0,323.8500061035156,281.9685974121094,2949
2016-10-18,329.95001220703125,330.0,326.20001220703125,327.70001220703125,285.3207092285156,2020
2016-10-19,324.25,329.8999938964844,324.25,327.04998779296875,284.7547302246094,2004
2016-10-20,336.0,336.0,327.5,331.6499938964844,288.7598876953125,5757
