Date,Open,High,Low,Close,Adj Close,Volume,%delivery,Share Delivery,52_Week_High,52_Week_Low,Basic EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Dividend / Share(Rs.),P/E,P/B (price to book ratio),FII,DII,%Delivery,Delivery_Volume,Traded_Volume
16-09-2021,3930,3981.75,3892.100098,3903.300049,3729.054199,2946666,0.140132296,4129.230709,3989.899902,2879,82.78,91.93,202.15,38,42.45948057,19.30892925,15.37,7.89,72.10%,2125.78,2946.67
17-09-2021,3920,3945,3805,3827.850098,3656.972656,6477148,0.308028673,19951.47304,3989.899902,2879,82.78,91.93,202.15,38,41.63874793,18.9356918,15.37,7.89,69.50%,4501.47,6477.15
20-09-2021,3809,3871,3807.850098,3823.5,3652.81665,2002008,0.095207932,1906.07042,3989.899902,2879,82.78,91.93,202.15,38,41.59142826,18.91417264,15.37,7.89,55.60%,1112.5,2002.01
21-09-2021,3858,3871.550049,3821.649902,3862.949951,3690.505615,1568129,0.074574287,1169.421024,3989.899902,2879,82.78,91.93,202.15,38,42.02055859,19.10932452,15.37,7.89,54.30%,851.96,1568.13
22-09-2021,3862.5,3896.850098,3852.449951,3862.149902,3689.741211,1744067,0.082941233,1446.550681,3989.899902,2879,82.78,91.93,202.15,38,42.01185579,19.10536682,15.37,7.89,58.20%,1015.04,1744.07
23-09-2021,3870,3879,3835,3869.25,3696.523926,2003869,0.095296434,1909.615706,3989.899902,2879,82.78,91.93,202.15,38,42.08908952,19.14048974,15.37,7.89,69.70%,1396.48,2003.87
24-09-2021,3890,3944.399902,3855,3871.300049,3698.482422,2320754,0.110366287,2561.330021,3989.899902,2879,82.78,91.93,202.15,38,42.11138963,19.15063096,15.37,7.89,56.40%,1308.03,2320.75
27-09-2021,3900,3904,3802.899902,3836.949951,3665.666016,1673362,0.079578771,1331.640912,3989.899902,2879,82.78,91.93,202.15,38,41.7377347,18.98070715,15.37,7.89,59.20%,990,1673.36
28-09-2021,3850,3850,3751.25,3779.149902,3610.446289,2253075,0.10714773,2414.118709,3989.899902,2879,82.78,91.93,202.15,38,41.10899491,18.69478062,15.37,7.89,69.20%,1558.55,2253.07
29-09-2021,3759.800049,3806,3722.149902,3791.899902,3622.627197,2489161,0.118375087,2946.546507,3989.899902,2879,82.78,91.93,202.15,38,41.2476874,18.7578526,15.37,7.89,62.20%,1548.28,2489.16
30-09-2021,3805,3805,3750.100098,3775.550049,3607.007324,2252412,0.1071162,2412.69814,3989.899902,2879,82.78,91.93,202.15,38,41.06983628,18.67697279,15.37,7.89,68.60%,1546.27,2252.41
01-10-2021,3781.75,3810,3725,3730.199951,3563.681152,1578374,0.075061501,1184.751211,3989.899902,2879,82.78,91.93,202.15,38,40.57652509,18.45263394,14.98,7.93,58.10%,916.68,1578.37
04-10-2021,3724.800049,3783.649902,3707.449951,3773.300049,3604.857422,1356860,0.064527132,875.5428463,3989.899902,2879,82.78,91.93,202.15,38,41.04536113,18.66584244,14.98,7.93,57.70%,783.17,1356.86
05-10-2021,3754,3840,3741.600098,3833.300049,3662.178955,1877966,0.089308964,1677.191972,3989.899902,2879,82.78,91.93,202.15,38,41.69803164,18.96265174,14.98,7.93,58%,1088.33,1877.97
06-10-2021,3836,3857.449951,3795,3810.899902,3640.778809,1678154,0.07980666,1339.278662,3989.899902,2879,82.78,91.93,202.15,38,41.45436639,18.85184221,14.98,7.93,56.60%,949.7,1678.15
07-10-2021,3830,3899,3820.050049,3892.899902,3719.118408,1647233,0.078336174,1290.379316,3989.899902,2879,82.78,91.93,202.15,38,42.34634942,19.25748158,14.98,7.93,42.10%,693.63,1647.23
08-10-2021,3925,3989.899902,3900,3935.649902,3759.959961,2934339,0.13954607,4094.754757,3989.899902,2879,82.78,91.93,202.15,38,42.81137716,19.46895821,14.98,7.93,35.50%,1040.83,2934.34
11-10-2021,3755,3757.5,3660,3685.600098,3521.07251,11845402,0.56332254,66727.81937,3989.899902,2879,82.78,91.93,202.15,38,40.09137493,18.23200642,14.98,7.93,55.80%,6606.3,11845.4
12-10-2021,3706,3707,3630.600098,3652.850098,3489.784912,5752877,0.273585082,15739.01328,3989.899902,2879,82.78,91.93,202.15,38,39.73512561,18.06999801,14.98,7.93,66%,3799.13,5752.88
13-10-2021,3650,3675.449951,3645,3655.199951,3492.029541,3545655,0.168617948,5978.610706,3989.899902,2879,82.78,91.93,202.15,38,39.76068695,18.08162232,14.98,7.93,72.30%,2564.28,3545.66
14-10-2021,3625,3670,3608.199951,3611.449951,3456.852539,6442299,0.306371386,19737.36076,3989.899902,2879,82.78,91.93,202.15,38,39.28478137,17.86519887,14.98,7.93,73.20%,4714.73,6442.3
18-10-2021,3603.449951,3652.699951,3601.449951,3647.149902,3491.02417,3590107,0.170731917,6129.458508,3989.899902,2879,82.78,91.93,202.15,38,39.67311979,18.04180016,14.98,7.93,67.10%,2407.29,3590.11
19-10-2021,3669,3690.100098,3625.199951,3634.149902,3478.581055,3135441,0.149109721,4675.247326,3989.899902,2879,82.78,91.93,202.15,38,39.53170785,17.97749148,14.98,7.93,57.90%,1815.16,3135.44
20-10-2021,3612,3630,3578.300049,3608.850098,3454.36377,2933693,0.139515349,4092.95202,3989.899902,2879,82.78,91.93,202.15,38,39.25650057,17.85233786,14.98,7.93,57.40%,1685.24,2933.69
21-10-2021,3604.100098,3607.449951,3511.25,3532.5,3381.282715,4871211,0.23165638,11284.47108,3989.899902,2879,82.78,91.93,202.15,38,38.42597629,17.47464754,14.98,7.93,64.20%,3125.51,4871.21
22-10-2021,3560,3561.600098,3485,3498.850098,3349.072998,2691670,0.12800565,3445.489674,3989.899902,2879,82.78,91.93,202.15,38,38.05993797,17.30818747,14.98,7.93,63.20%,1700.47,2691.67
25-10-2021,3503,3514.550049,3450,3492.949951,3343.425293,2595594,0.123436638,3203.913981,3989.899902,2879,82.78,91.93,202.15,38,37.99575711,17.2790005,14.98,7.93,62.70%,1627.74,2595.59
26-10-2021,3494.5,3529,3475,3482.600098,3333.518555,3878763,0.184459305,7154.739283,3989.899902,2879,82.78,91.93,202.15,38,37.88317304,17.22780162,14.98,7.93,72.70%,2821.22,3878.76
27-10-2021,3483,3511.25,3483,3489.75,3340.362793,2510813,0.119404775,2998.030603,3989.899902,2879,82.78,91.93,202.15,38,37.96094855,17.26317091,14.98,7.93,70.40%,1766.89,2510.81
28-10-2021,3518,3518,3415,3421.649902,3275.17749,2424942,0.115321074,2796.469169,3989.899902,2879,82.78,91.93,202.15,38,37.22016646,16.92629187,14.98,7.93,61.80%,1497.98,2424.94
29-10-2021,3400.050049,3461,3385.949951,3397.75,3252.300537,3960501,0.188346456,7459.463256,3989.899902,2879,82.78,91.93,202.15,38,36.9601871,16.80806332,14.98,7.93,56.50%,2238.88,3960.5
01-11-2021,3437.949951,3487,3412.949951,3476.399902,3327.58374,2020718,0.096097709,1941.863705,3989.899902,2879,82.78,91.93,202.15,38,37.8157283,17.19713036,14.98,7.93,57.70%,1166.86,2020.72
02-11-2021,3494,3513.600098,3469.75,3484.199951,3335.050049,3087414,0.146825738,4533.118403,3989.899902,2879,82.78,91.93,202.15,38,37.90057599,17.23571581,14.98,7.93,67%,2067.12,3087.41
03-11-2021,3504.199951,3519.899902,3466.050049,3492.25,3342.755371,1537639,0.073124298,1124.387725,3989.899902,2879,82.78,91.93,202.15,38,37.98814315,17.27553797,14.98,7.93,51.50%,791.21,1537.64
04-11-2021,3512.949951,3513.25,3505,3508.649902,3358.453125,328991,0.015645568,51.47251149,3989.899902,2879,82.78,91.93,202.15,38,38.1665387,17.35666536,14.98,7.93,75%,246.9,328.99
08-11-2021,3548,3548,3481.199951,3502.75,3352.805908,2526082,0.12013091,3034.605307,3989.899902,2879,82.78,91.93,202.15,38,38.10236049,17.32747959,14.98,7.93,65.40%,1652.81,2526.08
09-11-2021,3508,3535,3496,3505.699951,3355.629639,1782692,0.084778092,1511.33227,3989.899902,2879,82.78,91.93,202.15,38,38.13444959,17.34207248,14.98,7.93,62.10%,1106.4,1782.69
